GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
959780,15.99,Other Snacks,,28.0,g,1 ONZ,,"BUFFALO, SUGAR, WATER, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT, FLAVORINGS, APPLE CIDER VINEGAR, SALT, PAPRIKA, NATURAL SMOKE FLAVORING, BUFFALO, SUGAR, WATER, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT, FLAVORINGS, APPLE CIDER VINEGAR, SALT, PAPRIKA, NATURAL SMOKE FLAVORING."
960700,4.99,Vegetable & Cooking Oils,,15.0,ml,,,ORGANIC VIRGIN COCONUT OIL.
960717,2.99,"Granulated, Brown & Powdered Sugar",,4.0,g,,,"ORGANIC COCONUT SUGAR, ORGANIC COCONUT PALM SUGAR."
961592,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,ml,1 tsp,,"WATER, HABANERO CHILIS, VINEGAR, ONION, SUGAR, GARLIC, SALT, SUNFLOWER OIL, XANTHAN GUM."
966894,3.49,Other Grains & Seeds,,42.0,g,0.25 cup,,ORGANIC TRICOLOR QUINOA. 
967051,3.99,Crackers & Biscotti,,15.0,g,,,"WHOLE GRAIN FLOUR (WHEAT, QUINOA, SPELT, MILLET AND KAMUT), ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUNFLOWER OIL, WHOLE FLAXSEED, SALT, SUGAR."
970303,2.49,Other Cooking Sauces,,15.0,ml,,,"RICE VINEGAR (MADE FROM RICE), DILUTED WITH WATER TO 4.2% ACIDITY (42 GRAIN)."
970747,2.99,Cheese,,30.0,g,,,"FILTERED WATER, COCONUT OIL, MID-OLEIC SUNFLOWER OIL, SOY PROTEIN CONCENTRATE, CORNSTARCH, SEA SALT, TRICALCIUM PHOSPHATE, NATURAL FLAVORS, XANTHAN GUM, LOCUST BEAN GUM, GUAR GUM, VEGAN CULTURE, LACTIC ACID (NON-DAIRY)."
980388,2.99,All Noodles,,57.0,g,2 ONZ,,"RICE FLOUR, WATER, TAPIOCA STARCH, TAPIOCA SUGAR, XANTHAN GUM, GUAR GUM, SALT."
980425,2.99,Chocolate,,13.0,g,,,"BELGIAN UNSWEETENED CHOCOLATE, SUGAR, COCOA, SOY LECITHIN (AN EMULSIFIER), NATURAL VANILLA FLAVOR, BELGIAN UNSWEETENED CHOCOLATE, SUGAR, COCOA, SOY LECITHIN (AN EMULSIFIER), NATURAL VANILLA FLAVOR."
981477,3.99,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"KALE, CASHEWS, TAHINI (GROUND SESAME SEEDS), CARROT POWDER, ONION POWDER, CANE SUGAR, LEMON JUICE CONCENTRATE, MUSTARD POWDER, SALT GARLIC POWDER, KALE, CASHEWS, SUNFLOWER SEEDS, CARROT POWDER, RED BELL PEPPER POWDER, ONION POWDER, APPLE CIDER VINEGAR, LEMON JUICE CONCENTRATE, SALT, GARLIC POWDER, CHIPOTLE POWDER."
982320,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED WATER, CRANBERRY JUICE CONCENTRATE, CRYSTALLINE FRUCTOSE (FROM CANE OR BEET SUGAR), CONTAINS 2% OR LESS OF THE FOLLOWING: COLORING (BLACK CURRANT JUICE EXTRACT, BLACK CARROT JUICE EXTRACT), ORGANIC NATURAL CRANBERRY POMEGRANATE FLAVOR WITH OTHER NATURAL FLAVORS, STEVIA EXTRACT (REBAUDIOSIDE-A)."
984850,10.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,100% EXTRA VIRGIN OLIVE OIL
985994,2.49,Other Soups,,240.0,ml,1 cup,,"WATER, BLACK BEANS, ONION, RED BELL PEPPER, GREEN BELL PEPPER, FLAVOR CONCENTRATE (TOMATO PUREE [TOMATO PASTE, WATER], SEA SALT, SUGAR, CANOLA OIL, SPICES, CHIPOTLE PEPPER, NATURAL FLAVOR), TOMATO PASTE, GARLIC, SEA SALT, OLIVE OIL, CUMIN, GUAR GUM, BLACK PEPPER."
987417,2.29,Wholesome Snacks,,35.0,g,,,"MANGO, SUGAR, GLYCERIN, MANGO JUICE, SULFUR DIOXIDE (ADDED FOR FRESHNESS)."
988384,2.99,Dips & Salsa,,31.0,g,2 Tbsp,,"ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC TOMATILLO, ORGANIC ROASTED YELLOW CHILI, ORGANIC ONION, SALT, ORGANIC CILANTRO, ORGANIC DRIED GARLIC, CITRIC ACID, ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC TOMATILLO, ORGANIC ROASTED YELLOW CHILI, ORGANIC ONION, SALT, ORGANIC CILANTRO, ORGANIC DRIED GARLIC, CITRIC ACID."
988582,3.99,Dips & Salsa,,28.0,g,2 Tbsp,,"EDAMAME (SOY), CHICKPEAS. WATER, SUNFLOWER OIL, SESAME TAHINI, LEMON JUICE, SEA SALT, SUGAR, GARLIC, CITRIC ACID (FOR FRESHNESS), ONION POWDER, GUAR GUM."
989022,1.69,Baking Additives & Extracts,,80.0,ml,,,"ORGANIC COCONUT, WATER, COCONUT EXTRACTED, SODIUM CARBOXY METHYL CELLULOSE, XANTHAN GUM, WATER."
990370,4.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER, CONCENTRATED ORANGE JUICE, TRICALCIUM PHOSPHATE, CALCIUM LACTATE (CALCIUM SOURCE). "
992633,3.49,Dips & Salsa,,30.0,g,,,"ROASTED TOMATO, TOMATO (VINE-RIPENED CALIFORNIA TOMATO, CALCIUM CHLORIDE, CITRIC ACID [FOR FRESHNESS]), FILTERED WATER, ROASTED ONION, TOMATO PASTE, CHIPOTLE PEPPER (WATER, CHIPOTLE PEPPER, TOMATO PASTE, SALT, ORGANIC DISTILLED WHITE VINEGAR, ORGANIC SESAME OIL, DRIED GARLIC, PAPRIKA), ROASTED GARLIC, SALT, CILANTRO, LIME JUICE FROM CONCENTRATE, APPLE CIDER VINEGAR."
993432,1.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,,,"WATER, MUSTARD SEED, DISTILLED VINEGAR, SALT, WHITE WINE (CONTAINS SULFITES), SUGAR, CITRIC ACID, SPICES."
993500,12.99,Vegetable & Cooking Oils,,15.0,ml,,,GREEK KALAMATA EXTRA VIRGIN OLIVE OIL.
89962244,2.49,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.8,g,0.25 tsp,,"BLACK PEPPERCORNS, SEA SALT, ONION, LEMON RIND, GARLIC, LEMON OIL, CITRIC ACID."
750456000000,4.99,Vegetable & Cooking Oils,,,,,, COCONUT
869210000000,4.99,Cereal,,,,,, COCONUT
